query,intent
Do you support elderly health monitoring?,capability_inquiry
Are you capable of fall detection alerts?,capability_inquiry
Do you remind elderly about hydration?,capability_inquiry
Can you track older adult’s sleep health?,capability_inquiry
Are you able to teach joint protection exercises?,capability_inquiry
Do you send tips for memory improvement in dementia?,capability_inquiry
Are you able to support caregivers?,capability_inquiry
Do you warn about heatstroke risks?,capability_inquiry
Can you alert when extreme weather affects health?,capability_inquiry
Are you capable of checking air quality for asthma patients?,capability_inquiry
Do you warn about high pollen days?,capability_inquiry
Can you find nearest pharmacy locations?,capability_inquiry
Do you suggest cheapest medicine alternatives?,capability_inquiry
Are you able to tell if a medicine is available locally?,capability_inquiry
Do you guide patients to lab test centers?,capability_inquiry
Are you able to share information about hospital services?,capability_inquiry
Do you recommend home visiting doctors?,capability_inquiry
Can you connect to telemedicine platforms?,capability_inquiry
Are you able to book health checkup packages?,capability_inquiry
Do you provide emergency helpline numbers?,capability_inquiry
Can you respond to voice commands?,capability_inquiry
Are you able to use chat in multiple languages?,capability_inquiry
Do you translate medical terms to local languages?,capability_inquiry
Can you customize user experience based on culture?,capability_inquiry
Are you able to adjust advice for children vs adults?,capability_inquiry
Do you provide educational content for students?,capability_inquiry
Can you simulate doctor-patient conversations?,capability_inquiry
Are you capable of interactive quizzes for learning?,capability_inquiry
Do you provide daily motivational health quotes?,capability_inquiry
Can you send push notifications for health alerts?,capability_inquiry
Are you able to integrate with smart home assistants?,capability_inquiry
Do you adapt recommendations if user has disability?,capability_inquiry
Can you analyze trends in my health data?,capability_inquiry
Are you able to detect patterns in my symptoms?,capability_inquiry
Do you give alerts if my health is worsening?,capability_inquiry
Can you predict possible complications?,capability_inquiry
Are you able to forecast recovery time?,capability_inquiry
Do you suggest preventive steps for my risks?,capability_inquiry
Can you give lifestyle modification plans?,capability_inquiry
Are you able to adjust advice over time?,capability_inquiry
Do you personalize tips for each user?,capability_inquiry
Can you adapt my plan if my condition changes?,capability_inquiry
Do you sync with electronic health records?,capability_inquiry
Are you able to integrate with hospital databases?,capability_inquiry
Do you send reports directly to doctors?,capability_inquiry
Can you export my medical data?,capability_inquiry
Are you able to prepare a PDF report of my progress?,capability_inquiry
Do you provide summaries for insurance claims?,capability_inquiry
Can you generate health certificates?,capability_inquiry
Are you able to verify my lab reports automatically?,capability_inquiry
Do you check prescriptions for errors?,capability_inquiry
Can you detect unsafe medication dosages?,capability_inquiry
Do you monitor drug interactions?,capability_inquiry
Are you able to see if two medicines conflict?,capability_inquiry
Do you suggest safer alternatives?,capability_inquiry
Can you guide in tapering medications safely?,capability_inquiry
Are you capable of sending alerts during overdose?,capability_inquiry
Do you provide post-surgery care suggestions?,capability_inquiry
Can you track surgical recovery progress?,capability_inquiry
Are you able to guide wound care?,capability_inquiry
Do you warn about post-op infection?,capability_inquiry
Can you guide in suture or stitch care?,capability_inquiry
Are you able to provide physiotherapy routines?,capability_inquiry
Do you remind exercises post fracture?,capability_inquiry
Can you track rehab progress?,capability_inquiry
Are you able to adapt rehab programs?,capability_inquiry
Do you guide chronic pain management?,capability_inquiry
Can you suggest mental health coping techniques?,capability_inquiry
Are you able to chat in crisis situations?,capability_inquiry
Do you connect patients to suicide hotlines?,capability_inquiry
Can you provide mindfulness exercises?,capability_inquiry
Are you able to guide journaling for mental health?,capability_inquiry
Do you simulate CBT exercises?,capability_inquiry
Can you check whether my vaccine records are complete?,capability_inquiry
